service_id,date,exception_type,exception_note,schedule_type
69621-0000001-0,20200119,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20200119,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20200119,1,FINAL,SU
69613-0000001-0,20200119,1,FINAL,SU
69690-0000001-0,20200119,1,PRODUCTION,SU
69619-1111100-0,20200120,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
62112,20200120,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20200120,1,FINAL,WD
69607-1111100-0,20200120,1,FINAL,WD
69612-1111100-0,20200120,1,FINAL,WD
69609-1111100-0,20200120,1,FINAL,WD
69616-1111100-0,20200120,1,FINAL,WD
69617-1111100-0,20200120,1,FINAL,WD
696177-1111100-7,20200120,1,FINAL Rural 888,WD
69687-1111100-0,20200120,1,PRODUCTION,WD
69619-1111100-0,20200121,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20200121,1,Coronado Ferry Commuter Trips,WD
62112,20200121,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20200121,1,FINAL,WD
69607-1111100-0,20200121,1,FINAL,WD
69612-1111100-0,20200121,1,FINAL,WD
69609-1111100-0,20200121,1,FINAL,WD
69616-1111100-0,20200121,1,FINAL,WD
69617-1111100-0,20200121,1,FINAL,WD
6960931-1111100-31,20200121,1,FINAL High Tech High School,WD
6960929-1111100-29,20200121,1,FINAL San Ysidro High School,WD
69687-1111100-0,20200121,1,PRODUCTION,WD
6968721-1111100-21,20200121,1,PRODUCTION UCSD,WD
69619-1111100-0,20200122,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20200122,1,Coronado Ferry Commuter Trips,WD
62112,20200122,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20200122,1,FINAL,WD
69607-1111100-0,20200122,1,FINAL,WD
69612-1111100-0,20200122,1,FINAL,WD
69609-1111100-0,20200122,1,FINAL,WD
69616-1111100-0,20200122,1,FINAL,WD
69617-1111100-0,20200122,1,FINAL,WD
6960931-1111100-31,20200122,1,FINAL High Tech High School,WD
6960929-1111100-29,20200122,1,FINAL San Ysidro High School,WD
69687-1111100-0,20200122,1,PRODUCTION,WD
6968721-1111100-21,20200122,1,PRODUCTION UCSD,WD
69619-1111100-0,20200123,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20200123,1,Coronado Ferry Commuter Trips,WD
62112,20200123,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20200123,1,FINAL,WD
69607-1111100-0,20200123,1,FINAL,WD
69612-1111100-0,20200123,1,FINAL,WD
69609-1111100-0,20200123,1,FINAL,WD
69616-1111100-0,20200123,1,FINAL,WD
69617-1111100-0,20200123,1,FINAL,WD
6960931-1111100-31,20200123,1,FINAL High Tech High School,WD
6961711-1111100-11,20200123,1,FINAL Rural 892,WD
6960929-1111100-29,20200123,1,FINAL San Ysidro High School,WD
69687-1111100-0,20200123,1,PRODUCTION,WD
6968721-1111100-21,20200123,1,PRODUCTION UCSD,WD
69619-1111100-0,20200124,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20200124,1,Coronado Ferry Commuter Trips,WD
62113,20200124,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20200124,1,FINAL,WD
69607-1111100-0,20200124,1,FINAL,WD
69612-1111100-0,20200124,1,FINAL,WD
69609-1111100-0,20200124,1,FINAL,WD
69616-1111100-0,20200124,1,FINAL,WD
69617-1111100-0,20200124,1,FINAL,WD
6960931-1111100-31,20200124,1,FINAL High Tech High School,WD
696177-1111100-7,20200124,1,FINAL Rural 888,WD
696179-1111100-9,20200124,1,FINAL Rural 891,WD
6960929-1111100-29,20200124,1,FINAL San Ysidro High School,WD
69687-1111100-0,20200124,1,PRODUCTION,WD
6968721-1111100-21,20200124,1,PRODUCTION UCSD,WD
69620-0000010-0,20200125,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20200125,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20200125,1,FINAL,SA
69614-0000010-0,20200125,1,FINAL,SA
69611-0000010-0,20200125,1,FINAL,SA
69689-0000010-0,20200125,1,PRODUCTION,SA
